Respondent ID ,division primary,division secondary,position,generation,gender,tenure,employment type,Question+Subquestion,Question,total_response,Answer,total_count
1892199000,Infrastructure,,Department Lead,Millennial (born between 1981-2000),Male,5-10 years,Full time Employee,Question 29 Response 13,Question 29,198,Answer 4,12
7480026174,Infrastructure,,Staff,Millennial (born between 1981-2000),Female,3-5 years,Full time Employee,Question 29 Response 13,Question 29,198,Answer 3,18
1859209548,Infrastructure,,Staff,Millennial (born between 1981-2000),Male,0-2 years,Full time Employee,Question 29 Response 13,Question 29,198,Answer 6,20
2065485156,Port Security & Emergency Operations,,Chief / Executive,Baby Boomer (born between 1946-1964),Male,5-10 years,Full time Employee,Question 29 Response 13,Question 29,198,Answer 1,11
8008971893,Executive,,Staff,Generation X (born between 1965-1980),Male,5-10 years,Full time Employee,Question 29 Response 13,Question 29,198,Answer 7,9
1967962301,Port Operations,,Department Lead,Millennial (born between 1981-2000),Male,10+ years,Full time Employee,Question 29 Response 13,Question 29,198,,0
8708081021,Port Security & Emergency Operations,,Department Lead,Millennial (born between 1981-2000),Male,5-10 years,Full time Employee,Question 29 Response 13,Question 29,198,,0
9462494279,Commercial,,Staff,Prefer not to answer,Prefer not to answer,3-5 years,Full time Employee,Question 29 Response 13,Question 29,198,Answer 8,21
2126438547,Infrastructure,,Staff,Millennial (born between 1981-2000),Female,5-10 years,Full time Employee,Question 29 Response 13,Question 29,198,Answer 5,14
8748263039,Infrastructure,,Manager,Generation X (born between 1965-1980),Female,10+ years,Full time Employee,Question 29 Response 13,Question 29,198,,0
4366243452,Information Technology,,Staff,Generation X (born between 1965-1980),Female,3-5 years,Full time Employee,Question 29 Response 13,Question 29,198,Answer 3,18
1368436554,Infrastructure,,Manager,Millennial (born between 1981-2000),Male,10+ years,Full time Employee,Question 29 Response 13,Question 29,198,Answer 7,9
6588311032,Executive,,Staff,Generation X (born between 1965-1980),Female,10+ years,Full time Employee,Question 29 Response 13,Question 29,198,,0
9652438783,Executive,,Staff,Generation X (born between 1965-1980),Female,10+ years,Full time Employee,Question 29 Response 13,Question 29,198,,0
8895572278,Infrastructure,,Manager,Baby Boomer (born between 1946-1964),Male,10+ years,Full time Employee,Question 29 Response 13,Question 29,198,,0
5633495172,Infrastructure,,Staff,Generation X (born between 1965-1980),Female,0-2 years,Full time Employee,Question 29 Response 13,Question 29,198,Answer 5,14
6665212340,People,,Staff,Millennial (born between 1981-2000),Female,0-2 years,Full time Employee,Question 29 Response 13,Question 29,198,Answer 3,18
2850296334,Infrastructure,,Staff,Millennial (born between 1981-2000),Female,5-10 years,Full time Employee,Question 29 Response 13,Question 29,198,,0
2781168270,Finance,,Staff,Baby Boomer (born between 1946-1964),Female,10+ years,Full time Employee,Question 29 Response 13,Question 29,198,Answer 3,18
6478560213,Information Technology,,Staff,Prefer not to answer,Male,10+ years,Full time Employee,Question 29 Response 13,Question 29,198,Answer 1,11
9328885416,Infrastructure,,Department Lead,Baby Boomer (born between 1946-1964),Female,10+ years,Full time Employee,Question 29 Response 13,Question 29,198,Answer 3,18
6285007368,People,,Staff,Generation X (born between 1965-1980),Male,10+ years,Full time Employee,Question 29 Response 13,Question 29,198,Answer 3,18
6776579131,Commercial,,Staff,Millennial (born between 1981-2000),Male,0-2 years,Full time Employee,Question 29 Response 13,Question 29,198,,0
6270834102,Finance,,Staff,Millennial (born between 1981-2000),Female,3-5 years,Full time Employee,Question 29 Response 13,Question 29,198,,0
4341029891,Finance,,Staff,Prefer not to answer,Male,3-5 years,Full time Employee,Question 29 Response 13,Question 29,198,Answer 4,12
9298970467,Information Technology,,Department Lead,Generation X (born between 1965-1980),Male,0-2 years,Full time Employee,Question 29 Response 13,Question 29,198,,0
3530464299,Legal,,Department Lead,Baby Boomer (born between 1946-1964),Female,10+ years,Full time Employee,Question 29 Response 13,Question 29,198,Answer 6,20
1962504465,Information Technology,,Staff,Millennial (born between 1981-2000),Male,3-5 years,Full time Employee,Question 29 Response 13,Question 29,198,Answer 3,18
3206389468,Commercial,,Manager,Generation X (born between 1965-1980),Male,10+ years,Full time Employee,Question 29 Response 13,Question 29,198,Answer 4,12
1914548336,Finance,,Department Lead,Generation X (born between 1965-1980),Male,0-2 years,Full time Employee,Question 29 Response 13,Question 29,198,Answer 2,15
6912636653,Finance,,Manager,Baby Boomer (born between 1946-1964),Male,0-2 years,Full time Employee,Question 29 Response 13,Question 29,198,,0
7447366993,Information Technology,,Staff,Millennial (born between 1981-2000),Male,5-10 years,Full time Employee,Question 29 Response 13,Question 29,198,Answer 8,21
9858203307,Finance,,Staff,Generation X (born between 1965-1980),Female,5-10 years,Full time Employee,Question 29 Response 13,Question 29,198,Answer 5,14
2375491161,Information Technology,,Staff,Millennial (born between 1981-2000),Female,3-5 years,Full time Employee,Question 29 Response 13,Question 29,198,Answer 6,20
6983214026,Infrastructure,,Department Lead,Generation X (born between 1965-1980),Male,5-10 years,Full time Employee,Question 29 Response 13,Question 29,198,Answer 2,15
7876887860,Internal Audit,,Manager,Generation X (born between 1965-1980),Male,3-5 years,Full time Employee,Question 29 Response 13,Question 29,198,,0
5282809243,Finance,,Staff,Generation Z (born 2001 or later),Female,0-2 years,Full time Employee,Question 29 Response 13,Question 29,198,Answer 2,15
4304756587,Infrastructure,,Staff,Generation X (born between 1965-1980),Male,10+ years,Full time Employee,Question 29 Response 13,Question 29,198,Answer 4,12
6841338036,Executive,,Chief / Executive,Generation X (born between 1965-1980),Male,5-10 years,Full time Employee,Question 29 Response 13,Question 29,198,Answer 5,14
1338692945,Infrastructure,,Staff,Generation X (born between 1965-1980),Male,10+ years,Full time Employee,Question 29 Response 13,Question 29,198,Answer 7,9
1220878407,Executive,,Manager,Millennial (born between 1981-2000),Female,5-10 years,Full time Employee,Question 29 Response 13,Question 29,198,Answer 2,15
1021794253,Commercial,,Department Lead,Generation X (born between 1965-1980),Female,0-2 years,Full time Employee,Question 29 Response 13,Question 29,198,,0
7103482882,Infrastructure,,Manager,Generation X (born between 1965-1980),Male,5-10 years,Full time Employee,Question 29 Response 13,Question 29,198,Answer 6,20
6080354155,Executive,,Staff,Millennial (born between 1981-2000),Female,5-10 years,Full time Employee,Question 29 Response 13,Question 29,198,Answer 8,21
8046048988,Commercial,,Manager,Millennial (born between 1981-2000),Female,5-10 years,Full time Employee,Question 29 Response 13,Question 29,198,Answer 2,15
2102054017,Finance,,Staff,Millennial (born between 1981-2000),Female,0-2 years,Full time Employee,Question 29 Response 13,Question 29,198,,0
6796580906,Finance,,Manager,Generation X (born between 1965-1980),Female,5-10 years,Full time Employee,Question 29 Response 13,Question 29,198,,0
3966690436,Infrastructure,,Staff,Generation X (born between 1965-1980),Female,5-10 years,Full time Employee,Question 29 Response 13,Question 29,198,,0
8630148625,Infrastructure,,Department Lead,Baby Boomer (born between 1946-1964),Male,10+ years,Full time Employee,Question 29 Response 13,Question 29,198,,0
1264208927,Port Security & Emergency Operations,,Staff,Generation X (born between 1965-1980),Female,10+ years,Full time Employee,Question 29 Response 13,Question 29,198,Answer 5,14
9625886165,Information Technology,,Staff,Millennial (born between 1981-2000),Male,0-2 years,Full time Employee,Question 29 Response 13,Question 29,198,Answer 8,21
9351204267,Finance,,Staff,Baby Boomer (born between 1946-1964),Female,10+ years,Full time Employee,Question 29 Response 13,Question 29,198,Answer 5,14
1485638866,Infrastructure,,Staff,Generation X (born between 1965-1980),Male,5-10 years,Full time Employee,Question 29 Response 13,Question 29,198,,0
9137601822,Finance,,Staff,Millennial (born between 1981-2000),Female,3-5 years,Full time Employee,Question 29 Response 13,Question 29,198,Answer 3,18
4910729713,Finance,,Staff,Generation X (born between 1965-1980),Female,5-10 years,Full time Employee,Question 29 Response 13,Question 29,198,Answer 6,20
8453428178,Commercial,,Manager,Generation X (born between 1965-1980),Male,5-10 years,Full time Employee,Question 29 Response 13,Question 29,198,Answer 2,15
6903105973,Finance,,Manager,Generation X (born between 1965-1980),Female,0-2 years,Full time Employee,Question 29 Response 13,Question 29,198,,0
2628194343,Executive,,Staff,Baby Boomer (born between 1946-1964),Female,10+ years,Full time Employee,Question 29 Response 13,Question 29,198,Answer 4,12
2254451126,Port Security & Emergency Operations,,Staff,Millennial (born between 1981-2000),Male,0-2 years,Full time Employee,Question 29 Response 13,Question 29,198,Answer 8,21
1426184525,Finance,,Staff,Baby Boomer (born between 1946-1964),Female,10+ years,Full time Employee,Question 29 Response 13,Question 29,198,,0
1001882880,Infrastructure,,Staff,Millennial (born between 1981-2000),Female,0-2 years,Full time Employee,Question 29 Response 13,Question 29,198,Answer 5,14
1941311372,Infrastructure,,Department Lead,Baby Boomer (born between 1946-1964),Male,5-10 years,Full time Employee,Question 29 Response 13,Question 29,198,,0
8569413026,Infrastructure,,Manager,Millennial (born between 1981-2000),Male,0-2 years,Full time Employee,Question 29 Response 13,Question 29,198,Answer 1,11
5953471955,People,,Staff,Millennial (born between 1981-2000),Female,0-2 years,Full time Employee,Question 29 Response 13,Question 29,198,,0
3933988341,People,,Staff,Millennial (born between 1981-2000),Female,5-10 years,Full time Employee,Question 29 Response 13,Question 29,198,Answer 1,11
7963965247,Executive,,Staff,Generation X (born between 1965-1980),Female,10+ years,Full time Employee,Question 29 Response 13,Question 29,198,Answer 4,12
9735550076,People,,Staff,Generation X (born between 1965-1980),Male,5-10 years,Full time Employee,Question 29 Response 13,Question 29,198,Answer 6,20
5559071396,Port Security & Emergency Operations,,Staff,Millennial (born between 1981-2000),Female,0-2 years,Full time Employee,Question 29 Response 13,Question 29,198,Answer 5,14
8253262223,People,,Department Lead,Baby Boomer (born between 1946-1964),Male,3-5 years,Full time Employee,Question 29 Response 13,Question 29,198,,0
7325851635,Infrastructure,,Manager,Millennial (born between 1981-2000),Prefer not to answer,3-5 years,Full time Employee,Question 29 Response 13,Question 29,198,,0
3370365802,Port Security & Emergency Operations,,Staff,Generation X (born between 1965-1980),Female,0-2 years,Full time Employee,Question 29 Response 13,Question 29,198,Answer 5,14
2841747833,Information Technology,,Staff,Millennial (born between 1981-2000),Male,0-2 years,Full time Employee,Question 29 Response 13,Question 29,198,,0
7940065082,Infrastructure,,Department Lead,Baby Boomer (born between 1946-1964),Male,10+ years,Full time Employee,Question 29 Response 13,Question 29,198,Answer 8,21
5157705612,Finance,,Staff,Millennial (born between 1981-2000),Female,5-10 years,Full time Employee,Question 29 Response 13,Question 29,198,Answer 2,15
9920755555,Port Operations,,Staff,Millennial (born between 1981-2000),Female,3-5 years,Full time Employee,Question 29 Response 13,Question 29,198,,0
6638341389,Infrastructure,,Manager,Millennial (born between 1981-2000),Female,3-5 years,Full time Employee,Question 29 Response 13,Question 29,198,Answer 8,21
8114622230,Information Technology,,Staff,Prefer not to answer,Male,5-10 years,Full time Employee,Question 29 Response 13,Question 29,198,,0
5379192392,Infrastructure,,Staff,Generation X (born between 1965-1980),Male,0-2 years,Full time Employee,Question 29 Response 14,Question 29,198,Answer 5,19
2658722536,Finance,,Staff,,,10+ years,Full time Employee,Question 29 Response 14,Question 29,198,Answer 5,19
4044163394,Infrastructure,,Department Lead,Generation X (born between 1965-1980),Male,3-5 years,Full time Employee,Question 29 Response 14,Question 29,198,Answer 6,17
5535865599,Infrastructure,,Manager,Millennial (born between 1981-2000),Non-Binary,5-10 years,Full time Employee,Question 29 Response 14,Question 29,198,Answer 7,14
3356802928,Port Operations,,Manager,Generation X (born between 1965-1980),Female,10+ years,Full time Employee,Question 29 Response 14,Question 29,198,,0
3399511781,Infrastructure,,Staff,Generation X (born between 1965-1980),Male,3-5 years,Full time Employee,Question 29 Response 14,Question 29,198,Answer 2,11
9860597462,Infrastructure,,Department Lead,Baby Boomer (born between 1946-1964),Male,10+ years,Full time Employee,Question 29 Response 14,Question 29,198,,0
1494621946,Infrastructure,,Chief / Executive,Baby Boomer (born between 1946-1964),Male,3-5 years,Full time Employee,Question 29 Response 14,Question 29,198,,0
8646387163,Information Technology,,Manager,Generation X (born between 1965-1980),Male,0-2 years,Full time Employee,Question 29 Response 14,Question 29,198,Answer 5,19
2455127238,Information Technology,,Staff,Millennial (born between 1981-2000),Male,0-2 years,Full time Employee,Question 29 Response 14,Question 29,198,,0
1905266879,Finance,,Staff,Prefer not to answer,Female,0-2 years,Full time Employee,Question 29 Response 14,Question 29,198,Answer 1,15
7089369660,Finance,,Staff,Baby Boomer (born between 1946-1964),,10+ years,Full time Employee,Question 29 Response 14,Question 29,198,Answer 7,14
3397360934,Legal,,Staff,Millennial (born between 1981-2000),Female,5-10 years,Full time Employee,Question 29 Response 14,Question 29,198,Answer 1,15
6904821010,Other (please specify),Construction ,Staff,Millennial (born between 1981-2000),Male,0-2 years,Full time Employee,Question 29 Response 14,Question 29,198,Answer 4,14
9961006444,Executive,,Staff,Prefer not to answer,Prefer not to answer,0-2 years,Full time Employee,Question 29 Response 14,Question 29,198,,0
9736526482,Finance,,Staff,Generation X (born between 1965-1980),Female,10+ years,Full time Employee,Question 29 Response 14,Question 29,198,Answer 7,14
8035211358,Commercial,,Manager,Prefer not to answer,Prefer not to answer,5-10 years,Full time Employee,Question 29 Response 14,Question 29,198,Answer 8,13
2855503402,Finance,,Staff,Generation X (born between 1965-1980),Female,10+ years,Full time Employee,Question 29 Response 14,Question 29,198,Answer 8,13
4136037887,Finance,,Staff,Baby Boomer (born between 1946-1964),Female,10+ years,Full time Employee,Question 29 Response 14,Question 29,198,Answer 6,17
9624253323,Infrastructure,,Staff,Baby Boomer (born between 1946-1964),Male,10+ years,Full time Employee,Question 29 Response 14,Question 29,198,Answer 4,14
8546027678,Finance,,Staff,Millennial (born between 1981-2000),Female,0-2 years,Full time Employee,Question 29 Response 14,Question 29,198,Answer 8,13
3555213031,Legal,,Staff,Millennial (born between 1981-2000),Female,0-2 years,Full time Employee,Question 29 Response 14,Question 29,198,,0
1754220060,Finance,,Department Lead,Generation X (born between 1965-1980),Male,5-10 years,Full time Employee,Question 29 Response 14,Question 29,198,,0
9011744859,Infrastructure,,Manager,Millennial (born between 1981-2000),Male,0-2 years,Full time Employee,Question 29 Response 14,Question 29,198,Answer 4,14
5875585727,Information Technology,,Staff,Generation X (born between 1965-1980),Male,10+ years,Full time Employee,Question 29 Response 14,Question 29,198,Answer 7,14
9051604151,Commercial,,Staff,Generation X (born between 1965-1980),Female,10+ years,Full time Employee,Question 29 Response 14,Question 29,198,,0
6573346680,Commercial,,Staff,Baby Boomer (born between 1946-1964),Female,10+ years,Full time Employee,Question 29 Response 14,Question 29,198,,0
4383571615,Infrastructure,,Staff,Generation X (born between 1965-1980),Male,10+ years,Full time Employee,Question 29 Response 14,Question 29,198,Answer 5,19
5850350235,Infrastructure,,Staff,Generation X (born between 1965-1980),Male,5-10 years,Full time Employee,Question 29 Response 14,Question 29,198,Answer 1,15
9526771290,Port Operations,,Manager,Generation X (born between 1965-1980),Male,5-10 years,Full time Employee,Question 29 Response 14,Question 29,198,,0
8531180699,People,,Manager,Millennial (born between 1981-2000),Male,5-10 years,Full time Employee,Question 29 Response 14,Question 29,198,Answer 4,14
3087114007,Information Technology,,Staff,Baby Boomer (born between 1946-1964),Male,3-5 years,Full time Employee,Question 29 Response 14,Question 29,198,Answer 4,14
7901328134,Information Technology,,Staff,Generation X (born between 1965-1980),Male,0-2 years,Full time Employee,Question 29 Response 14,Question 29,198,Answer 6,17
1321967343,Legal,,Department Lead,Generation X (born between 1965-1980),Female,5-10 years,Full time Employee,Question 29 Response 14,Question 29,198,Answer 8,13
2206081204,People,,Staff,Generation X (born between 1965-1980),Female,3-5 years,Full time Employee,Question 29 Response 14,Question 29,198,,0
6285875694,Commercial,,Department Lead,Generation X (born between 1965-1980),Male,3-5 years,Full time Employee,Question 29 Response 14,Question 29,198,Answer 8,13
1587370284,Finance,,Chief / Executive,Baby Boomer (born between 1946-1964),Female,10+ years,Full time Employee,Question 29 Response 14,Question 29,198,Answer 1,15
9270992319,Information Technology,,Staff,Millennial (born between 1981-2000),Male,0-2 years,Full time Employee,Question 29 Response 14,Question 29,198,,0
2888589302,Executive,,Staff,Generation X (born between 1965-1980),Female,10+ years,Full time Employee,Question 29 Response 14,Question 29,198,,0
9939738223,Finance,,Department Lead,Baby Boomer (born between 1946-1964),Female,5-10 years,Full time Employee,Question 29 Response 14,Question 29,198,,0
5794920197,Legal,,Manager,Millennial (born between 1981-2000),Male,5-10 years,Full time Employee,Question 29 Response 14,Question 29,198,Answer 3,13
3968415666,Legal,,Staff,Millennial (born between 1981-2000),Male,3-5 years,Full time Employee,Question 29 Response 14,Question 29,198,,0
4166850362,Infrastructure,,Staff,Generation X (born between 1965-1980),Prefer not to answer,10+ years,Full time Employee,Question 29 Response 14,Question 29,198,,0
9945822370,Finance,,Staff,Millennial (born between 1981-2000),Male,5-10 years,Full time Employee,Question 29 Response 14,Question 29,198,,0
1948472863,People,,Department Lead,Generation X (born between 1965-1980),Female,0-2 years,Full time Employee,Question 29 Response 14,Question 29,198,Answer 5,19
2603687810,Infrastructure,,Staff,Baby Boomer (born between 1946-1964),Female,10+ years,Full time Employee,Question 29 Response 14,Question 29,198,Answer 5,19
2696474434,Infrastructure,,Staff,Millennial (born between 1981-2000),Female,3-5 years,Full time Employee,Question 29 Response 14,Question 29,198,Answer 4,14
3044612158,Finance,,Staff,Baby Boomer (born between 1946-1964),Female,3-5 years,Full time Employee,Question 29 Response 14,Question 29,198,,0
3040325972,Finance,,Staff,,Female,10+ years,Full time Employee,Question 29 Response 14,Question 29,198,Answer 3,13
3618961108,Infrastructure,,Department Lead,Generation X (born between 1965-1980),Male,3-5 years,Full time Employee,Question 29 Response 14,Question 29,198,Answer 4,14
3536054852,Commercial,,Manager,Baby Boomer (born between 1946-1964),Male,5-10 years,Full time Employee,Question 29 Response 14,Question 29,198,Answer 1,15
4075412109,Finance,,Staff,Prefer not to answer,Prefer not to answer,3-5 years,Full time Employee,Question 29 Response 14,Question 29,198,Answer 7,14
7481772195,Information Technology,,Staff,Millennial (born between 1981-2000),Female,0-2 years,Full time Employee,Question 29 Response 14,Question 29,198,,0
5044294817,Legal,,Staff,Baby Boomer (born between 1946-1964),Female,10+ years,Full time Employee,Question 29 Response 14,Question 29,198,Answer 2,11
3120678959,Finance,,Manager,Baby Boomer (born between 1946-1964),Male,5-10 years,Full time Employee,Question 29 Response 14,Question 29,198,,0
6316782091,Finance,,Manager,Generation X (born between 1965-1980),Male,5-10 years,Full time Employee,Question 29 Response 14,Question 29,198,,0
9489935616,People,,Staff,Millennial (born between 1981-2000),Female,0-2 years,Full time Employee,Question 29 Response 14,Question 29,198,Answer 3,13
7178840935,People,,Department Lead,Millennial (born between 1981-2000),Female,5-10 years,Full time Employee,Question 29 Response 14,Question 29,198,Answer 6,17
4625088666,Finance,,Staff,Generation X (born between 1965-1980),Female,10+ years,Full time Employee,Question 29 Response 14,Question 29,198,,0
2899153341,Executive,,Staff,Millennial (born between 1981-2000),Male,0-2 years,Full time Employee,Question 29 Response 14,Question 29,198,,0
5081486733,Port Security & Emergency Operations,,Manager,Baby Boomer (born between 1946-1964),Female,10+ years,Full time Employee,Question 29 Response 14,Question 29,198,Answer 2,11
4211032639,Infrastructure,,Staff,Baby Boomer (born between 1946-1964),Female,5-10 years,Full time Employee,Question 29 Response 14,Question 29,198,Answer 7,14
2273018449,Finance,,Manager,Generation X (born between 1965-1980),Male,10+ years,Full time Employee,Question 29 Response 14,Question 29,198,,0
7276390477,Information Technology,,Staff,Millennial (born between 1981-2000),Male,5-10 years,Full time Employee,Question 29 Response 14,Question 29,198,Answer 1,15
2618791107,Infrastructure,,Manager,Millennial (born between 1981-2000),Male,0-2 years,Full time Employee,Question 29 Response 14,Question 29,198,,0
9806028857,,,,Generation X (born between 1965-1980),Male,5-10 years,Full time Employee,Question 29 Response 14,Question 29,198,Answer 8,13
4870706994,Commercial,,Staff,Prefer not to answer,Prefer not to answer,10+ years,Full time Employee,Question 29 Response 14,Question 29,198,Answer 4,14
5382550855,Finance,,Department Lead,Baby Boomer (born between 1946-1964),Male,0-2 years,Full time Employee,Question 29 Response 14,Question 29,198,Answer 5,19
5297870739,Commercial,,Staff,Millennial (born between 1981-2000),Female,5-10 years,Full time Employee,Question 29 Response 14,Question 29,198,Answer 1,15
9718877248,Infrastructure,,Manager,Millennial (born between 1981-2000),Female,5-10 years,Full time Employee,Question 29 Response 14,Question 29,198,Answer 8,13
8830958949,Finance,,Staff,Prefer not to answer,Prefer not to answer,3-5 years,Full time Employee,Question 29 Response 14,Question 29,198,,0
7852677398,People,,Manager,Baby Boomer (born between 1946-1964),Male,10+ years,Full time Employee,Question 29 Response 14,Question 29,198,,0
9806832932,Executive,,Chief / Executive,Baby Boomer (born between 1946-1964),Female,10+ years,Full time Employee,Question 29 Response 14,Question 29,198,Answer 8,13
5585138853,Executive,,Manager,Prefer not to answer,Prefer not to answer,10+ years,Full time Employee,Question 29 Response 14,Question 29,198,Answer 8,13
8087395217,Infrastructure,,Staff,Millennial (born between 1981-2000),Male,3-5 years,Full time Employee,Question 29 Response 14,Question 29,198,Answer 2,11
5177954332,Finance,,Manager,Baby Boomer (born between 1946-1964),Male,5-10 years,Full time Employee,Question 29 Response 14,Question 29,198,Answer 1,15
1582292985,People,,Chief / Executive,Millennial (born between 1981-2000),Female,10+ years,Full time Employee,Question 29 Response 14,Question 29,198,Answer 3,13
2932152777,Finance,,,Generation X (born between 1965-1980),Female,10+ years,Full time Employee,Question 29 Response 14,Question 29,198,,0
1627698070,Port Operations,,Manager,Millennial (born between 1981-2000),Male,5-10 years,Full time Employee,Question 29 Response 14,Question 29,198,Answer 2,11
9748686287,People,,Department Lead,Baby Boomer (born between 1946-1964),Female,10+ years,Full time Employee,Question 29 Response 14,Question 29,198,,0
7149169711,People,,Staff,Generation X (born between 1965-1980),Female,10+ years,Full time Employee,Question 29 Response 14,Question 29,198,Answer 4,14
6206953310,Executive,,Staff,Prefer not to answer,Female,10+ years,Full time Employee,Question 29 Response 14,Question 29,198,Answer 4,14
9983361274,Information Technology,,Staff,Generation X (born between 1965-1980),Male,5-10 years,Full time Employee,Question 29 Response 14,Question 29,198,,0
8250575077,Finance,,Department Lead,Generation X (born between 1965-1980),Female,10+ years,Full time Employee,Question 29 Response 14,Question 29,198,Answer 2,11
9183378071,People,,Staff,Millennial (born between 1981-2000),Female,0-2 years,Full time Employee,Question 29 Response 14,Question 29,198,,0
3868607625,Legal,,Manager,Millennial (born between 1981-2000),Female,3-5 years,Full time Employee,Question 29 Response 14,Question 29,198,Answer 6,17
1411900712,Finance,,Staff,Generation X (born between 1965-1980),Female,5-10 years,Full time Employee,Question 29 Response 14,Question 29,198,,0
3860289517,Government & Public Relations,,Staff,Generation X (born between 1965-1980),Female,3-5 years,Full time Employee,Question 29 Response 14,Question 29,198,,0
6014941727,Commercial,,Manager,Millennial (born between 1981-2000),Male,0-2 years,Full time Employee,Question 29 Response 14,Question 29,198,Answer 5,19
9323454815,Finance,,Staff,Prefer not to answer,Prefer not to answer,10+ years,Full time Employee,Question 29 Response 14,Question 29,198,Answer 7,14
8311558071,People,,Staff,Generation X (born between 1965-1980),Female,0-2 years,Full time Employee,Question 29 Response 14,Question 29,198,,0
7819918439,People,,Staff,Millennial (born between 1981-2000),Female,5-10 years,Full time Employee,Question 29 Response 14,Question 29,198,Answer 6,17
2007145908,Infrastructure,,Staff,Generation X (born between 1965-1980),Male,10+ years,Full time Employee,Question 29 Response 14,Question 29,198,,0
5386015734,Port Operations,,Staff,Millennial (born between 1981-2000),Female,0-2 years,Full time Employee,Question 29 Response 14,Question 29,198,,0
2373830201,Infrastructure,,Department Lead,Generation X (born between 1965-1980),Female,0-2 years,Full time Employee,Question 29 Response 14,Question 29,198,,0
3564004995,Infrastructure,,Manager,Generation X (born between 1965-1980),Male,10+ years,Full time Employee,Question 29 Response 14,Question 29,198,Answer 4,14
4947111306,People,,Staff,Generation X (born between 1965-1980),Female,10+ years,Full time Employee,Question 29 Response 14,Question 29,198,,0
5078285109,Finance,,Manager,Generation X (born between 1965-1980),Female,10+ years,Full time Employee,Question 29 Response 14,Question 29,198,Answer 6,17
6225804357,Other (please specify),Rather not say,Manager,Generation X (born between 1965-1980),Prefer not to answer,10+ years,Full time Employee,Question 29 Response 14,Question 29,198,Answer 6,17
2014555149,Information Technology,,Department Lead,Generation X (born between 1965-1980),Male,5-10 years,Full time Employee,Question 29 Response 14,Question 29,198,,0
2243120133,People,,Manager,Generation X (born between 1965-1980),Female,10+ years,Full time Employee,Question 29 Response 14,Question 29,198,,0
3550987529,Finance,,Manager,Baby Boomer (born between 1946-1964),Male,5-10 years,Full time Employee,Question 29 Response 14,Question 29,198,Answer 1,15
4228546491,Information Technology,,Staff,Generation X (born between 1965-1980),Female,3-5 years,Full time Employee,Question 29 Response 14,Question 29,198,,0
2062616124,Finance,,Staff,Baby Boomer (born between 1946-1964),Female,10+ years,Full time Employee,Question 29 Response 14,Question 29,198,Answer 6,17
3244391841,People,,Manager,Generation X (born between 1965-1980),Female,5-10 years,Full time Employee,Question 29 Response 14,Question 29,198,,0
5488107363,People,,Staff,Millennial (born between 1981-2000),Female,3-5 years,Full time Employee,Question 29 Response 14,Question 29,198,,0
8585347438,Infrastructure,,Manager,Prefer not to answer,Male,5-10 years,Full time Employee,Question 29 Response 14,Question 29,198,,0
7133066581,Information Technology,,Staff,Generation X (born between 1965-1980),Male,0-2 years,Full time Employee,Question 29 Response 14,Question 29,198,,0
2817787256,Information Technology,,Staff,Baby Boomer (born between 1946-1964),Female,5-10 years,Full time Employee,Question 29 Response 14,Question 29,198,Answer 2,11
1636734067,Information Technology,,Staff,Baby Boomer (born between 1946-1964),Female,10+ years,Full time Employee,Question 29 Response 14,Question 29,198,Answer 3,13
5202048947,People,,Staff,Generation X (born between 1965-1980),Prefer not to answer,3-5 years,Full time Employee,Question 29 Response 14,Question 29,198,Answer 1,15
3184415812,Port Operations,,Manager,Generation X (born between 1965-1980),Male,10+ years,Full time Employee,Question 29 Response 14,Question 29,198,Answer 1,15
5157551249,Information Technology,,Staff,Baby Boomer (born between 1946-1964),Male,10+ years,Full time Employee,Question 29 Response 14,Question 29,198,,0
9597476932,Infrastructure,,Staff,Millennial (born between 1981-2000),Male,0-2 years,Full time Employee,Question 29 Response 14,Question 29,198,,0
5350663671,Information Technology,,Department Lead,Generation X (born between 1965-1980),Male,10+ years,Full time Employee,Question 29 Response 14,Question 29,198,Answer 5,19
7164689614,Port Security & Emergency Operations,,Manager,Millennial (born between 1981-2000),Male,5-10 years,Full time Employee,Question 29 Response 14,Question 29,198,,0
4295285752,Infrastructure,,Staff,Generation X (born between 1965-1980),Female,5-10 years,Full time Employee,Question 29 Response 14,Question 29,198,,0
4008763646,Infrastructure,,Staff,Millennial (born between 1981-2000),Female,3-5 years,Full time Employee,Question 29 Response 14,Question 29,198,Answer 3,13
6909546929,Finance,,Manager,Millennial (born between 1981-2000),Female,3-5 years,Full time Employee,Question 29 Response 14,Question 29,198,,0
7331440341,Information Technology,,Staff,Millennial (born between 1981-2000),Prefer not to answer,5-10 years,Full time Employee,Question 29 Response 14,Question 29,198,Answer 6,17
4617669690,Legal,,Staff,Prefer not to answer,Female,10+ years,Full time Employee,Question 29 Response 14,Question 29,198,,0
1892199000,Infrastructure,,Department Lead,Millennial (born between 1981-2000),Male,5-10 years,Full time Employee,Question 29 Response 14,Question 29,198,Answer 4,14
7480026174,Infrastructure,,Staff,Millennial (born between 1981-2000),Female,3-5 years,Full time Employee,Question 29 Response 14,Question 29,198,Answer 7,14
1859209548,Infrastructure,,Staff,Millennial (born between 1981-2000),Male,0-2 years,Full time Employee,Question 29 Response 14,Question 29,198,,0
2065485156,Port Security & Emergency Operations,,Chief / Executive,Baby Boomer (born between 1946-1964),Male,5-10 years,Full time Employee,Question 29 Response 14,Question 29,198,Answer 7,14
